Date,Spokane St. Bridge Total,West,East
04/27/2014 11:00:00 AM,30,19,11
04/27/2014 12:00:00 PM,18,7,11
04/27/2014 01:00:00 PM,34,23,11
04/27/2014 02:00:00 PM,25,8,17
04/27/2014 03:00:00 PM,19,7,12
04/27/2014 04:00:00 PM,19,11,8
04/27/2014 05:00:00 PM,23,16,7
04/27/2014 06:00:00 PM,11,5,6
04/27/2014 07:00:00 PM,13,7,6
04/27/2014 08:00:00 PM,3,0,3
04/27/2014 09:00:00 PM,4,1,3
04/27/2014 10:00:00 PM,3,1,2
04/27/2014 11:00:00 PM,4,4,0
04/28/2014 12:00:00 AM,0,0,0
04/28/2014 01:00:00 AM,2,0,2
04/28/2014 02:00:00 AM,2,1,1
04/28/2014 03:00:00 AM,3,3,0
04/28/2014 04:00:00 AM,3,1,2
04/28/2014 05:00:00 AM,25,2,23
04/28/2014 06:00:00 AM,71,13,58
04/28/2014 07:00:00 AM,134,19,115
04/28/2014 08:00:00 AM,130,11,119
04/28/2014 09:00:00 AM,63,10,53
04/28/2014 10:00:00 AM,22,6,16
04/28/2014 11:00:00 AM,15,3,12
04/28/2014 12:00:00 PM,26,12,14
04/28/2014 01:00:00 PM,22,10,12
04/28/2014 02:00:00 PM,40,29,11
04/28/2014 03:00:00 PM,63,44,19
04/28/2014 04:00:00 PM,99,71,28
04/28/2014 05:00:00 PM,191,153,38
04/28/2014 06:00:00 PM,126,104,22
04/28/2014 07:00:00 PM,50,37,13
04/28/2014 08:00:00 PM,18,15,3
04/28/2014 09:00:00 PM,16,13,3
04/28/2014 10:00:00 PM,9,4,5
04/28/2014 11:00:00 PM,2,1,1
04/29/2014 12:00:00 AM,5,3,2
04/29/2014 01:00:00 AM,1,0,1
04/29/2014 02:00:00 AM,2,1,1
04/29/2014 03:00:00 AM,0,0,0
04/29/2014 04:00:00 AM,2,1,1
04/29/2014 05:00:00 AM,29,5,24
04/29/2014 06:00:00 AM,92,9,83
04/29/2014 07:00:00 AM,175,30,145
04/29/2014 08:00:00 AM,133,18,115
04/29/2014 09:00:00 AM,72,12,60
04/29/2014 10:00:00 AM,31,7,24
04/29/2014 11:00:00 AM,21,9,12
04/29/2014 12:00:00 PM,37,20,17
04/29/2014 01:00:00 PM,33,15,18
04/29/2014 02:00:00 PM,34,14,20
04/29/2014 03:00:00 PM,72,52,20
04/29/2014 04:00:00 PM,114,86,28
04/29/2014 05:00:00 PM,241,192,49
04/29/2014 06:00:00 PM,147,113,34
04/29/2014 07:00:00 PM,71,53,18
04/29/2014 08:00:00 PM,41,20,21
04/29/2014 09:00:00 PM,11,3,8
04/29/2014 10:00:00 PM,6,6,0
04/29/2014 11:00:00 PM,1,1,0
04/30/2014 12:00:00 AM,4,2,2
04/30/2014 01:00:00 AM,4,2,2
04/30/2014 02:00:00 AM,2,0,2
04/30/2014 03:00:00 AM,1,1,0
04/30/2014 04:00:00 AM,5,1,4
04/30/2014 05:00:00 AM,28,4,24
04/30/2014 06:00:00 AM,118,22,96
04/30/2014 07:00:00 AM,185,30,155
04/30/2014 08:00:00 AM,146,15,131
04/30/2014 09:00:00 AM,62,7,55
04/30/2014 10:00:00 AM,37,8,29
04/30/2014 11:00:00 AM,27,11,16
04/30/2014 12:00:00 PM,37,15,22
04/30/2014 01:00:00 PM,31,12,19
04/30/2014 02:00:00 PM,78,42,36
04/30/2014 03:00:00 PM,79,52,27
04/30/2014 04:00:00 PM,159,115,44
04/30/2014 05:00:00 PM,209,176,33
04/30/2014 06:00:00 PM,158,128,30
04/30/2014 07:00:00 PM,81,52,29
04/30/2014 08:00:00 PM,49,28,21
04/30/2014 09:00:00 PM,11,9,2
04/30/2014 10:00:00 PM,20,14,6
04/30/2014 11:00:00 PM,5,4,1
04/01/2015 12:00:00 AM,2,0,2
04/01/2015 01:00:00 AM,1,1,0
04/01/2015 02:00:00 AM,0,0,0
04/01/2015 03:00:00 AM,3,1,2
04/01/2015 04:00:00 AM,3,1,2
04/01/2015 05:00:00 AM,20,1,19
04/01/2015 06:00:00 AM,46,5,41
04/01/2015 07:00:00 AM,85,7,78
04/01/2015 08:00:00 AM,105,11,94
04/01/2015 09:00:00 AM,45,9,36
04/01/2015 10:00:00 AM,17,6,11
04/01/2015 11:00:00 AM,14,4,10
04/01/2015 12:00:00 PM,18,9,9
04/01/2015 01:00:00 PM,20,10,10
04/01/2015 02:00:00 PM,22,14,8
04/01/2015 03:00:00 PM,28,22,6
04/01/2015 04:00:00 PM,48,36,12
04/01/2015 05:00:00 PM,100,84,16
04/01/2015 06:00:00 PM,69,67,2
04/01/2015 07:00:00 PM,30,27,3
04/01/2015 08:00:00 PM,13,9,4
04/01/2015 09:00:00 PM,9,6,3
04/01/2015 10:00:00 PM,4,3,1
04/01/2015 11:00:00 PM,2,1,1
04/02/2015 12:00:00 AM,1,0,1
04/02/2015 01:00:00 AM,1,0,1
04/02/2015 02:00:00 AM,0,0,0
04/02/2015 03:00:00 AM,0,0,0
04/02/2015 04:00:00 AM,2,0,2
04/02/2015 05:00:00 AM,25,4,21
04/02/2015 06:00:00 AM,53,6,47
04/02/2015 07:00:00 AM,113,12,101
04/02/2015 08:00:00 AM,110,14,96
04/02/2015 09:00:00 AM,50,4,46
04/02/2015 10:00:00 AM,20,5,15
04/02/2015 11:00:00 AM,16,4,12
04/02/2015 12:00:00 PM,16,9,7
04/02/2015 01:00:00 PM,24,10,14
04/02/2015 02:00:00 PM,27,15,12
04/02/2015 03:00:00 PM,42,26,16
04/02/2015 04:00:00 PM,78,62,16
04/02/2015 05:00:00 PM,133,110,23
04/02/2015 06:00:00 PM,112,94,18
04/02/2015 07:00:00 PM,38,30,8
04/02/2015 08:00:00 PM,11,10,1
04/02/2015 09:00:00 PM,15,10,5
04/02/2015 10:00:00 PM,4,3,1
04/02/2015 11:00:00 PM,5,4,1
04/03/2015 12:00:00 AM,6,4,2
04/03/2015 01:00:00 AM,0,0,0
04/03/2015 02:00:00 AM,1,1,0
04/03/2015 03:00:00 AM,1,1,0
04/03/2015 04:00:00 AM,1,0,1
04/03/2015 05:00:00 AM,11,1,10
04/03/2015 06:00:00 AM,44,9,35
04/03/2015 07:00:00 AM,86,13,73
04/03/2015 08:00:00 AM,85,10,75
04/03/2015 09:00:00 AM,38,4,34
04/03/2015 10:00:00 AM,17,4,13
04/03/2015 11:00:00 AM,29,18,11
04/03/2015 12:00:00 PM,18,6,12
04/03/2015 01:00:00 PM,12,4,8
04/03/2015 02:00:00 PM,11,8,3
04/03/2015 03:00:00 PM,39,28,11
04/03/2015 04:00:00 PM,63,54,9
04/03/2015 05:00:00 PM,84,73,11
04/03/2015 06:00:00 PM,44,38,6
04/03/2015 07:00:00 PM,29,26,3
04/03/2015 08:00:00 PM,5,5,0
04/03/2015 09:00:00 PM,7,2,5
04/03/2015 10:00:00 PM,7,7,0
04/03/2015 11:00:00 PM,6,2,4
04/04/2015 12:00:00 AM,6,4,2
04/04/2015 01:00:00 AM,1,1,0
04/04/2015 02:00:00 AM,2,2,0
04/04/2015 03:00:00 AM,2,1,1
04/04/2015 04:00:00 AM,1,1,0
04/04/2015 05:00:00 AM,5,0,5
04/04/2015 06:00:00 AM,6,2,4
04/04/2015 07:00:00 AM,18,6,12
04/04/2015 08:00:00 AM,38,8,30
04/04/2015 09:00:00 AM,39,21,18
04/04/2015 10:00:00 AM,51,25,26
04/04/2015 11:00:00 AM,44,25,19
04/04/2015 12:00:00 PM,67,36,31
04/04/2015 01:00:00 PM,76,41,35
04/04/2015 02:00:00 PM,70,38,32
04/04/2015 03:00:00 PM,75,37,38
04/04/2015 04:00:00 PM,103,44,59
04/04/2015 05:00:00 PM,57,22,35
04/04/2015 06:00:00 PM,46,20,26
04/04/2015 07:00:00 PM,13,7,6
04/04/2015 08:00:00 PM,3,2,1
04/04/2015 09:00:00 PM,5,4,1
04/04/2015 10:00:00 PM,11,7,4
04/04/2015 11:00:00 PM,3,2,1
04/05/2015 12:00:00 AM,2,2,0
04/05/2015 01:00:00 AM,1,1,0
04/05/2015 02:00:00 AM,1,0,1
04/05/2015 03:00:00 AM,2,1,1
04/05/2015 04:00:00 AM,4,3,1
04/05/2015 05:00:00 AM,7,2,5
04/05/2015 06:00:00 AM,6,1,5
04/05/2015 07:00:00 AM,8,3,5
04/05/2015 08:00:00 AM,19,10,9
04/05/2015 09:00:00 AM,35,22,13
04/05/2015 10:00:00 AM,35,17,18
04/05/2015 11:00:00 AM,57,29,28
04/05/2015 12:00:00 PM,53,30,23
04/05/2015 01:00:00 PM,58,36,22
04/05/2015 02:00:00 PM,56,22,34
04/05/2015 03:00:00 PM,67,27,40
04/05/2015 04:00:00 PM,53,25,28
04/05/2015 05:00:00 PM,39,19,20
04/05/2015 06:00:00 PM,22,8,14
04/05/2015 07:00:00 PM,18,7,11
04/05/2015 08:00:00 PM,5,2,3
04/05/2015 09:00:00 PM,3,1,2
04/05/2015 10:00:00 PM,1,1,0
04/05/2015 11:00:00 PM,3,1,2
04/06/2015 12:00:00 AM,3,2,1
04/06/2015 01:00:00 AM,0,0,0
04/06/2015 02:00:00 AM,0,0,0
04/06/2015 03:00:00 AM,3,2,1
04/06/2015 04:00:00 AM,4,0,4
04/06/2015 05:00:00 AM,17,1,16
04/06/2015 06:00:00 AM,62,9,53
04/06/2015 07:00:00 AM,104,10,94
04/06/2015 08:00:00 AM,109,8,101
04/06/2015 09:00:00 AM,41,4,37
04/06/2015 10:00:00 AM,21,4,17
04/06/2015 11:00:00 AM,8,3,5
04/06/2015 12:00:00 PM,14,5,9
04/06/2015 01:00:00 PM,19,10,9
04/06/2015 02:00:00 PM,24,13,11
04/06/2015 03:00:00 PM,41,32,9
04/06/2015 04:00:00 PM,85,67,18
04/06/2015 05:00:00 PM,141,125,16
04/06/2015 06:00:00 PM,96,80,16
04/06/2015 07:00:00 PM,29,20,9
04/06/2015 08:00:00 PM,15,10,5
04/06/2015 09:00:00 PM,8,6,2
04/06/2015 10:00:00 PM,6,3,3
04/06/2015 11:00:00 PM,4,1,3
04/07/2015 12:00:00 AM,2,2,0
04/07/2015 01:00:00 AM,0,0,0
04/07/2015 02:00:00 AM,0,0,0
04/07/2015 03:00:00 AM,1,1,0
04/07/2015 04:00:00 AM,0,0,0
04/07/2015 05:00:00 AM,29,3,26
04/07/2015 06:00:00 AM,75,12,63
04/07/2015 07:00:00 AM,133,15,118
04/07/2015 08:00:00 AM,124,7,117
04/07/2015 09:00:00 AM,43,7,36
04/07/2015 10:00:00 AM,23,8,15
04/07/2015 11:00:00 AM,11,6,5
04/07/2015 12:00:00 PM,8,5,3
04/07/2015 01:00:00 PM,11,6,5
04/07/2015 02:00:00 PM,21,14,7
04/07/2015 03:00:00 PM,37,30,7
04/07/2015 04:00:00 PM,93,73,20
04/07/2015 05:00:00 PM,160,132,28
04/07/2015 06:00:00 PM,91,80,11
04/07/2015 07:00:00 PM,29,22,7
04/07/2015 08:00:00 PM,19,17,2
04/07/2015 09:00:00 PM,13,10,3
04/07/2015 10:00:00 PM,7,3,4
04/07/2015 11:00:00 PM,2,1,1
04/08/2015 12:00:00 AM,7,1,6
04/08/2015 01:00:00 AM,0,0,0
04/08/2015 02:00:00 AM,0,0,0
04/08/2015 03:00:00 AM,2,2,0
04/08/2015 04:00:00 AM,1,0,1
04/08/2015 05:00:00 AM,23,2,21
04/08/2015 06:00:00 AM,83,13,70
04/08/2015 07:00:00 AM,118,10,108
04/08/2015 08:00:00 AM,107,7,100
04/08/2015 09:00:00 AM,55,15,40
04/08/2015 10:00:00 AM,22,2,20
04/08/2015 11:00:00 AM,23,4,19
04/08/2015 12:00:00 PM,18,9,9
04/08/2015 01:00:00 PM,35,19,16
04/08/2015 02:00:00 PM,41,26,15
04/08/2015 03:00:00 PM,51,34,17
04/08/2015 04:00:00 PM,116,88,28
04/08/2015 05:00:00 PM,155,128,27
04/08/2015 06:00:00 PM,93,81,12
04/08/2015 07:00:00 PM,62,39,23
04/08/2015 08:00:00 PM,22,16,6
04/08/2015 09:00:00 PM,17,13,4
04/08/2015 10:00:00 PM,7,3,4
04/08/2015 11:00:00 PM,4,3,1
04/09/2015 12:00:00 AM,3,1,2
04/09/2015 01:00:00 AM,1,0,1
04/09/2015 02:00:00 AM,0,0,0
04/09/2015 03:00:00 AM,0,0,0
04/09/2015 04:00:00 AM,4,0,4
04/09/2015 05:00:00 AM,22,5,17
04/09/2015 06:00:00 AM,72,11,61
04/09/2015 07:00:00 AM,129,17,112
04/09/2015 08:00:00 AM,119,8,111
04/09/2015 09:00:00 AM,47,9,38
04/09/2015 10:00:00 AM,25,9,16
04/09/2015 11:00:00 AM,18,10,8
04/09/2015 12:00:00 PM,33,16,17
04/09/2015 01:00:00 PM,38,18,20
04/09/2015 02:00:00 PM,37,26,11
04/09/2015 03:00:00 PM,62,43,19
04/09/2015 04:00:00 PM,90,78,12
04/09/2015 05:00:00 PM,191,148,43
04/09/2015 06:00:00 PM,129,100,29
04/09/2015 07:00:00 PM,68,40,28
04/09/2015 08:00:00 PM,22,16,6
04/09/2015 09:00:00 PM,18,13,5
04/09/2015 10:00:00 PM,16,6,10
04/09/2015 11:00:00 PM,6,4,2
04/10/2015 12:00:00 AM,3,2,1
04/10/2015 01:00:00 AM,0,0,0
04/10/2015 02:00:00 AM,0,0,0
04/10/2015 03:00:00 AM,0,0,0
04/10/2015 04:00:00 AM,1,0,1
04/10/2015 05:00:00 AM,8,1,7
04/10/2015 06:00:00 AM,46,9,37
04/10/2015 07:00:00 AM,103,13,90
04/10/2015 08:00:00 AM,92,11,81
04/10/2015 09:00:00 AM,28,4,24
04/10/2015 10:00:00 AM,21,9,12
04/10/2015 11:00:00 AM,9,2,7
04/10/2015 12:00:00 PM,27,15,12
04/10/2015 01:00:00 PM,21,11,10
04/10/2015 02:00:00 PM,24,11,13
04/10/2015 03:00:00 PM,36,28,8
04/10/2015 04:00:00 PM,61,48,13
04/10/2015 05:00:00 PM,73,63,10
04/10/2015 06:00:00 PM,37,35,2
04/10/2015 07:00:00 PM,8,7,1
04/10/2015 08:00:00 PM,3,3,0
04/10/2015 09:00:00 PM,5,3,2
04/10/2015 10:00:00 PM,3,2,1
04/10/2015 11:00:00 PM,1,1,0
04/11/2015 12:00:00 AM,1,0,1
04/11/2015 01:00:00 AM,0,0,0
04/11/2015 02:00:00 AM,0,0,0
04/11/2015 03:00:00 AM,2,1,1
04/11/2015 04:00:00 AM,2,0,2
04/11/2015 05:00:00 AM,3,2,1
04/11/2015 06:00:00 AM,5,1,4
04/11/2015 07:00:00 AM,16,4,12
04/11/2015 08:00:00 AM,19,8,11
04/11/2015 09:00:00 AM,20,9,11
04/11/2015 10:00:00 AM,24,13,11
04/11/2015 11:00:00 AM,18,8,10
04/11/2015 12:00:00 PM,31,12,19
04/11/2015 01:00:00 PM,26,11,15
04/11/2015 02:00:00 PM,36,21,15
04/11/2015 03:00:00 PM,33,16,17
04/11/2015 04:00:00 PM,33,24,9
04/11/2015 05:00:00 PM,13,5,8
04/11/2015 06:00:00 PM,15,12,3
04/11/2015 07:00:00 PM,13,8,5
04/11/2015 08:00:00 PM,6,4,2
04/11/2015 09:00:00 PM,3,2,1
04/11/2015 10:00:00 PM,5,0,5
04/11/2015 11:00:00 PM,3,2,1
04/12/2015 12:00:00 AM,6,3,3
04/12/2015 01:00:00 AM,2,1,1
04/12/2015 02:00:00 AM,0,0,0
04/12/2015 03:00:00 AM,3,1,2
04/12/2015 04:00:00 AM,2,0,2
04/12/2015 05:00:00 AM,4,0,4
04/12/2015 06:00:00 AM,3,0,3
04/12/2015 07:00:00 AM,8,2,6
04/12/2015 08:00:00 AM,31,4,27
04/12/2015 09:00:00 AM,44,22,22
04/12/2015 10:00:00 AM,41,23,18
04/12/2015 11:00:00 AM,67,32,35
04/12/2015 12:00:00 PM,63,29,34
04/12/2015 01:00:00 PM,72,41,31
04/12/2015 02:00:00 PM,72,33,39
04/12/2015 03:00:00 PM,55,37,18
04/12/2015 04:00:00 PM,32,12,20
04/12/2015 05:00:00 PM,39,24,15
04/12/2015 06:00:00 PM,21,13,8
04/12/2015 07:00:00 PM,14,7,7
04/12/2015 08:00:00 PM,6,5,1
04/12/2015 09:00:00 PM,4,3,1
04/12/2015 10:00:00 PM,4,2,2
04/12/2015 11:00:00 PM,2,0,2
04/13/2015 12:00:00 AM,6,3,3
04/13/2015 01:00:00 AM,3,1,2
04/13/2015 02:00:00 AM,0,0,0
04/13/2015 03:00:00 AM,1,1,0
04/13/2015 04:00:00 AM,8,1,7
04/13/2015 05:00:00 AM,14,1,13
04/13/2015 06:00:00 AM,60,9,51
04/13/2015 07:00:00 AM,89,10,79
04/13/2015 08:00:00 AM,86,8,78
04/13/2015 09:00:00 AM,30,2,28
04/13/2015 10:00:00 AM,14,6,8
04/13/2015 11:00:00 AM,18,3,15
04/13/2015 12:00:00 PM,8,3,5
04/13/2015 01:00:00 PM,10,4,6
04/13/2015 02:00:00 PM,21,11,10
04/13/2015 03:00:00 PM,32,26,6
04/13/2015 04:00:00 PM,55,48,7
04/13/2015 05:00:00 PM,77,66,11
04/13/2015 06:00:00 PM,62,55,7
04/13/2015 07:00:00 PM,14,12,2
04/13/2015 08:00:00 PM,7,6,1
04/13/2015 09:00:00 PM,5,4,1
04/13/2015 10:00:00 PM,0,0,0
04/13/2015 11:00:00 PM,1,1,0
04/14/2015 12:00:00 AM,0,0,0
04/14/2015 01:00:00 AM,0,0,0
04/14/2015 02:00:00 AM,2,0,2
04/14/2015 03:00:00 AM,5,4,1
04/14/2015 04:00:00 AM,4,2,2
04/14/2015 05:00:00 AM,11,1,10
04/14/2015 06:00:00 AM,53,3,50
04/14/2015 07:00:00 AM,86,9,77
04/14/2015 08:00:00 AM,87,12,75
04/14/2015 09:00:00 AM,28,5,23
04/14/2015 10:00:00 AM,13,6,7
04/14/2015 11:00:00 AM,16,5,11
04/14/2015 12:00:00 PM,11,6,5
04/14/2015 01:00:00 PM,15,10,5
04/14/2015 02:00:00 PM,19,11,8
04/14/2015 03:00:00 PM,18,12,6
04/14/2015 04:00:00 PM,59,52,7
04/14/2015 05:00:00 PM,98,91,7
04/14/2015 06:00:00 PM,55,50,5
04/14/2015 07:00:00 PM,26,20,6
04/14/2015 08:00:00 PM,8,7,1
04/14/2015 09:00:00 PM,10,7,3
04/14/2015 10:00:00 PM,1,1,0
04/14/2015 11:00:00 PM,2,1,1
04/15/2015 12:00:00 AM,2,2,0
04/15/2015 01:00:00 AM,1,1,0
04/15/2015 02:00:00 AM,1,0,1
04/15/2015 03:00:00 AM,2,1,1
04/15/2015 04:00:00 AM,4,1,3
04/15/2015 05:00:00 AM,21,3,18
04/15/2015 06:00:00 AM,65,6,59
04/15/2015 07:00:00 AM,110,14,96
04/15/2015 08:00:00 AM,107,5,102
04/15/2015 09:00:00 AM,43,8,35
04/15/2015 10:00:00 AM,23,6,17
04/15/2015 11:00:00 AM,14,4,10
04/15/2015 12:00:00 PM,23,11,12
04/15/2015 01:00:00 PM,20,10,10
04/15/2015 02:00:00 PM,34,22,12
04/15/2015 03:00:00 PM,43,32,11
04/15/2015 04:00:00 PM,103,81,22
04/15/2015 05:00:00 PM,136,117,19
04/15/2015 06:00:00 PM,108,82,26
04/15/2015 07:00:00 PM,55,39,16
04/15/2015 08:00:00 PM,22,15,7
04/15/2015 09:00:00 PM,10,6,4
04/15/2015 10:00:00 PM,9,7,2
04/15/2015 11:00:00 PM,3,2,1
04/16/2015 12:00:00 AM,4,3,1
04/16/2015 01:00:00 AM,0,0,0
04/16/2015 02:00:00 AM,2,0,2
04/16/2015 03:00:00 AM,0,0,0
04/16/2015 04:00:00 AM,5,0,5
04/16/2015 05:00:00 AM,21,2,19
04/16/2015 06:00:00 AM,71,9,62
04/16/2015 07:00:00 AM,116,15,101
04/16/2015 08:00:00 AM,113,12,101
04/16/2015 09:00:00 AM,49,6,43
04/16/2015 10:00:00 AM,23,3,20
04/16/2015 11:00:00 AM,29,10,19
04/16/2015 12:00:00 PM,31,13,18
04/16/2015 01:00:00 PM,29,10,19
04/16/2015 02:00:00 PM,40,23,17
04/16/2015 03:00:00 PM,59,44,15
04/16/2015 04:00:00 PM,110,85,25
04/16/2015 05:00:00 PM,151,129,22
04/16/2015 06:00:00 PM,116,94,22
04/16/2015 07:00:00 PM,49,35,14
04/16/2015 08:00:00 PM,30,16,14
04/16/2015 09:00:00 PM,18,11,7
04/16/2015 10:00:00 PM,6,4,2
04/16/2015 11:00:00 PM,5,4,1
04/17/2015 12:00:00 AM,4,3,1
04/17/2015 01:00:00 AM,2,1,1
04/17/2015 02:00:00 AM,1,1,0
04/17/2015 03:00:00 AM,0,0,0
04/17/2015 04:00:00 AM,0,0,0
04/17/2015 05:00:00 AM,16,1,15
04/17/2015 06:00:00 AM,56,6,50
04/17/2015 07:00:00 AM,112,18,94
04/17/2015 08:00:00 AM,97,10,87
04/17/2015 09:00:00 AM,36,3,33
04/17/2015 10:00:00 AM,35,14,21
04/17/2015 11:00:00 AM,10,4,6
04/17/2015 12:00:00 PM,33,16,17
04/17/2015 01:00:00 PM,23,11,12
04/17/2015 02:00:00 PM,37,19,18
04/17/2015 03:00:00 PM,65,44,21
04/17/2015 04:00:00 PM,110,89,21
04/17/2015 05:00:00 PM,125,110,15
04/17/2015 06:00:00 PM,77,65,12
04/17/2015 07:00:00 PM,32,24,8
04/17/2015 08:00:00 PM,20,16,4
04/17/2015 09:00:00 PM,10,6,4
04/17/2015 10:00:00 PM,7,3,4
04/17/2015 11:00:00 PM,2,2,0
04/18/2015 12:00:00 AM,3,2,1
04/18/2015 01:00:00 AM,3,2,1
04/18/2015 02:00:00 AM,0,0,0
04/18/2015 03:00:00 AM,3,1,2
04/18/2015 04:00:00 AM,1,0,1
04/18/2015 05:00:00 AM,5,0,5
04/18/2015 06:00:00 AM,14,6,8
04/18/2015 07:00:00 AM,41,23,18
04/18/2015 08:00:00 AM,66,36,30
04/18/2015 09:00:00 AM,56,25,31
04/18/2015 10:00:00 AM,73,43,30
04/18/2015 11:00:00 AM,90,34,56
04/18/2015 12:00:00 PM,70,36,34
04/18/2015 01:00:00 PM,100,48,52
04/18/2015 02:00:00 PM,99,44,55
04/18/2015 03:00:00 PM,74,35,39
04/18/2015 04:00:00 PM,50,26,24
04/18/2015 05:00:00 PM,67,39,28
04/18/2015 06:00:00 PM,49,24,25
04/18/2015 07:00:00 PM,19,8,11
04/18/2015 08:00:00 PM,23,10,13
04/18/2015 09:00:00 PM,11,7,4
04/18/2015 10:00:00 PM,5,3,2
04/18/2015 11:00:00 PM,3,2,1
04/19/2015 12:00:00 AM,6,4,2
04/19/2015 01:00:00 AM,4,3,1
04/19/2015 02:00:00 AM,1,1,0
04/19/2015 03:00:00 AM,1,0,1
04/19/2015 04:00:00 AM,5,1,4
04/19/2015 05:00:00 AM,3,0,3
04/19/2015 06:00:00 AM,8,4,4
04/19/2015 07:00:00 AM,16,4,12
04/19/2015 08:00:00 AM,40,18,22
04/19/2015 09:00:00 AM,77,25,52
04/19/2015 10:00:00 AM,65,34,31
04/19/2015 11:00:00 AM,78,43,35
