Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
04/23/2014 08:00:00 AM,48,4,4,21,19
04/23/2014 09:00:00 AM,36,3,5,11,17
04/23/2014 10:00:00 AM,30,3,3,11,13
04/23/2014 11:00:00 AM,27,2,5,12,8
04/23/2014 12:00:00 PM,26,3,3,9,11
04/23/2014 01:00:00 PM,12,2,1,7,2
04/23/2014 02:00:00 PM,33,3,1,5,24
04/23/2014 03:00:00 PM,80,2,5,49,24
04/23/2014 04:00:00 PM,41,3,5,13,20
04/23/2014 05:00:00 PM,68,6,6,32,24
04/23/2014 06:00:00 PM,49,6,5,26,12
04/23/2014 07:00:00 PM,26,1,2,15,8
04/23/2014 08:00:00 PM,8,1,0,7,0
04/23/2014 09:00:00 PM,2,0,0,1,1
04/23/2014 10:00:00 PM,8,3,4,1,0
04/23/2014 11:00:00 PM,1,0,0,1,0
04/24/2014 12:00:00 AM,1,0,1,0,0
04/24/2014 01:00:00 AM,0,0,0,0,0
04/24/2014 02:00:00 AM,0,0,0,0,0
04/24/2014 03:00:00 AM,0,0,0,0,0
04/24/2014 04:00:00 AM,3,0,0,3,0
04/24/2014 05:00:00 AM,5,1,0,3,1
04/24/2014 06:00:00 AM,14,0,2,6,6
04/24/2014 07:00:00 AM,26,3,4,8,11
04/24/2014 08:00:00 AM,34,2,4,12,16
04/24/2014 09:00:00 AM,33,2,0,11,20
04/24/2014 10:00:00 AM,21,4,1,8,8
04/24/2014 11:00:00 AM,18,2,2,6,8
04/24/2014 12:00:00 PM,19,1,4,13,1
04/24/2014 01:00:00 PM,8,1,1,4,2
04/24/2014 02:00:00 PM,2,0,0,1,1
04/24/2014 03:00:00 PM,41,14,20,4,3
04/24/2014 04:00:00 PM,44,17,6,11,10
04/24/2014 05:00:00 PM,55,5,3,27,20
04/24/2014 06:00:00 PM,79,9,17,32,21
04/24/2014 07:00:00 PM,39,7,4,16,12
04/24/2014 08:00:00 PM,20,4,2,11,3
04/24/2014 09:00:00 PM,4,0,0,3,1
04/24/2014 10:00:00 PM,0,0,0,0,0
04/24/2014 11:00:00 PM,1,0,0,1,0
04/25/2014 12:00:00 AM,0,0,0,0,0
04/25/2014 01:00:00 AM,0,0,0,0,0
04/25/2014 02:00:00 AM,0,0,0,0,0
04/25/2014 03:00:00 AM,0,0,0,0,0
04/25/2014 04:00:00 AM,3,0,0,3,0
04/25/2014 05:00:00 AM,17,0,4,5,8
04/25/2014 06:00:00 AM,31,3,1,12,15
04/25/2014 07:00:00 AM,84,13,6,37,28
04/25/2014 08:00:00 AM,65,6,4,29,26
04/25/2014 09:00:00 AM,38,3,6,17,12
04/25/2014 10:00:00 AM,32,1,5,14,12
04/25/2014 11:00:00 AM,38,4,5,9,20
04/25/2014 12:00:00 PM,47,6,8,15,18
04/25/2014 01:00:00 PM,47,5,5,21,16
04/25/2014 02:00:00 PM,50,9,3,22,16
04/25/2014 03:00:00 PM,73,21,13,23,16
04/25/2014 04:00:00 PM,151,52,27,36,36
04/25/2014 05:00:00 PM,172,44,40,47,41
04/25/2014 06:00:00 PM,118,14,18,59,27
04/25/2014 07:00:00 PM,59,11,2,33,13
04/25/2014 08:00:00 PM,14,0,1,8,5
04/25/2014 09:00:00 PM,6,1,0,4,1
04/25/2014 10:00:00 PM,3,0,1,1,1
04/25/2014 11:00:00 PM,0,0,0,0,0
04/26/2014 12:00:00 AM,1,0,1,0,0
04/26/2014 01:00:00 AM,1,0,0,1,0
04/26/2014 02:00:00 AM,18,7,9,2,0
04/26/2014 03:00:00 AM,0,0,0,0,0
04/26/2014 04:00:00 AM,0,0,0,0,0
04/26/2014 05:00:00 AM,0,0,0,0,0
04/26/2014 06:00:00 AM,6,2,1,0,3
04/26/2014 07:00:00 AM,51,4,10,14,23
04/26/2014 08:00:00 AM,142,10,14,43,75
04/26/2014 09:00:00 AM,174,17,14,60,83
04/26/2014 10:00:00 AM,240,25,26,86,103
04/26/2014 11:00:00 AM,320,30,44,137,109
04/26/2014 12:00:00 PM,181,16,13,99,53
04/26/2014 01:00:00 PM,142,14,3,86,39
04/26/2014 02:00:00 PM,138,18,12,67,41
04/26/2014 03:00:00 PM,110,14,8,47,41
04/26/2014 04:00:00 PM,89,15,6,41,27
04/26/2014 05:00:00 PM,66,8,4,36,18
04/26/2014 06:00:00 PM,178,82,76,12,8
04/26/2014 07:00:00 PM,15,3,2,9,1
04/26/2014 08:00:00 PM,0,0,0,0,0
04/26/2014 09:00:00 PM,2,0,0,0,2
04/26/2014 10:00:00 PM,1,0,0,1,0
04/26/2014 11:00:00 PM,0,0,0,0,0
04/27/2014 12:00:00 AM,0,0,0,0,0
04/27/2014 01:00:00 AM,0,0,0,0,0
04/27/2014 02:00:00 AM,0,0,0,0,0
04/27/2014 03:00:00 AM,0,0,0,0,0
04/27/2014 04:00:00 AM,1,0,0,0,1
04/27/2014 05:00:00 AM,2,0,0,0,2
04/27/2014 06:00:00 AM,4,1,0,0,3
04/27/2014 07:00:00 AM,19,3,4,7,5
04/27/2014 08:00:00 AM,35,4,5,10,16
04/27/2014 09:00:00 AM,87,10,20,31,26
04/27/2014 10:00:00 AM,77,9,9,26,33
04/27/2014 11:00:00 AM,76,5,7,39,25
04/27/2014 12:00:00 PM,71,4,5,42,20
04/27/2014 01:00:00 PM,51,0,6,25,20
04/27/2014 02:00:00 PM,45,8,5,19,13
04/27/2014 03:00:00 PM,44,7,3,27,7
04/27/2014 04:00:00 PM,49,2,7,19,21
04/27/2014 05:00:00 PM,37,5,4,20,8
04/27/2014 06:00:00 PM,22,4,4,10,4
04/27/2014 07:00:00 PM,9,3,3,2,1
04/27/2014 08:00:00 PM,3,0,0,3,0
04/27/2014 09:00:00 PM,1,1,0,0,0
04/27/2014 10:00:00 PM,1,0,0,1,0
04/27/2014 11:00:00 PM,0,0,0,0,0
04/28/2014 12:00:00 AM,0,0,0,0,0
04/28/2014 01:00:00 AM,0,0,0,0,0
04/28/2014 02:00:00 AM,0,0,0,0,0
04/28/2014 03:00:00 AM,0,0,0,0,0
04/28/2014 04:00:00 AM,3,0,0,2,1
04/28/2014 05:00:00 AM,13,1,1,2,9
04/28/2014 06:00:00 AM,39,0,2,26,11
04/28/2014 07:00:00 AM,63,0,5,37,21
04/28/2014 08:00:00 AM,71,0,2,42,27
04/28/2014 09:00:00 AM,34,0,2,17,15
04/28/2014 10:00:00 AM,32,1,1,20,10
04/28/2014 11:00:00 AM,34,5,5,16,8
04/28/2014 12:00:00 PM,25,4,6,7,8
04/28/2014 01:00:00 PM,45,6,4,22,13
04/28/2014 02:00:00 PM,39,2,8,17,12
04/28/2014 03:00:00 PM,50,11,6,21,12
04/28/2014 04:00:00 PM,87,12,13,29,33
04/28/2014 05:00:00 PM,143,15,18,63,47
04/28/2014 06:00:00 PM,173,12,30,69,62
04/28/2014 07:00:00 PM,100,12,16,46,26
04/28/2014 08:00:00 PM,24,7,3,11,3
04/28/2014 09:00:00 PM,8,2,1,4,1
