Date,Fremont Bridge West Sidewalk,Fremont Bridge East Sidewalk
04/27/2016 11:00:00 PM,13,6
04/28/2016 12:00:00 AM,13,3
04/28/2016 01:00:00 AM,3,1
04/28/2016 02:00:00 AM,1,3
04/28/2016 03:00:00 AM,2,0
04/28/2016 04:00:00 AM,4,4
04/28/2016 05:00:00 AM,21,12
04/28/2016 06:00:00 AM,106,53
04/28/2016 07:00:00 AM,291,113
04/28/2016 08:00:00 AM,365,161
04/28/2016 09:00:00 AM,154,107
04/28/2016 10:00:00 AM,80,49
04/28/2016 11:00:00 AM,34,48
04/28/2016 12:00:00 PM,33,48
04/28/2016 01:00:00 PM,45,39
04/28/2016 02:00:00 PM,43,66
04/28/2016 03:00:00 PM,62,83
04/28/2016 04:00:00 PM,118,220
04/28/2016 05:00:00 PM,173,464
04/28/2016 06:00:00 PM,143,283
04/28/2016 07:00:00 PM,65,139
04/28/2016 08:00:00 PM,35,60
04/28/2016 09:00:00 PM,28,33
04/28/2016 10:00:00 PM,15,18
04/28/2016 11:00:00 PM,15,14
04/29/2016 12:00:00 AM,5,11
04/29/2016 01:00:00 AM,4,1
04/29/2016 02:00:00 AM,1,1
04/29/2016 03:00:00 AM,0,3
04/29/2016 04:00:00 AM,4,4
04/29/2016 05:00:00 AM,21,12
04/29/2016 06:00:00 AM,89,35
04/29/2016 07:00:00 AM,225,82
04/29/2016 08:00:00 AM,246,124
04/29/2016 09:00:00 AM,128,81
04/29/2016 10:00:00 AM,40,42
04/29/2016 11:00:00 AM,33,26
04/29/2016 12:00:00 PM,28,22
04/29/2016 01:00:00 PM,22,38
04/29/2016 02:00:00 PM,38,36
04/29/2016 03:00:00 PM,76,85
04/29/2016 04:00:00 PM,89,179
04/29/2016 05:00:00 PM,144,349
04/29/2016 06:00:00 PM,91,185
04/29/2016 07:00:00 PM,59,86
04/29/2016 08:00:00 PM,38,39
04/29/2016 09:00:00 PM,26,25
04/29/2016 10:00:00 PM,12,31
04/29/2016 11:00:00 PM,8,17
04/30/2016 12:00:00 AM,6,7
04/30/2016 01:00:00 AM,4,4
04/30/2016 02:00:00 AM,4,4
04/30/2016 03:00:00 AM,1,2
04/30/2016 04:00:00 AM,0,2
04/30/2016 05:00:00 AM,8,4
04/30/2016 06:00:00 AM,7,9
04/30/2016 07:00:00 AM,24,32
04/30/2016 08:00:00 AM,42,51
04/30/2016 09:00:00 AM,61,57
04/30/2016 10:00:00 AM,86,53
04/30/2016 11:00:00 AM,108,83
04/30/2016 12:00:00 PM,117,77
04/30/2016 01:00:00 PM,88,80
04/30/2016 02:00:00 PM,102,98
04/30/2016 03:00:00 PM,105,113
04/30/2016 04:00:00 PM,112,96
04/30/2016 05:00:00 PM,98,106
04/30/2016 06:00:00 PM,77,67
04/30/2016 07:00:00 PM,51,51
04/30/2016 08:00:00 PM,27,27
04/30/2016 09:00:00 PM,27,16
04/30/2016 10:00:00 PM,12,12
04/30/2016 11:00:00 PM,10,17
